No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
4146,2013,8,20,17,88,238,12,60,1100,126,26.4,1002.4,23.9,0.5,NNE,1.4,Aotizhongxin,8/20/2013 17:00,2013-08,No Rain
4147,2013,8,20,18,95,104,11,63,1200,106,25,1002.8,23.6,0.4,N,1,Aotizhongxin,8/20/2013 18:00,2013-08,No Rain
4148,2013,8,20,19,113,141,9,69,1300,84,24.5,1003.2,23.6,0.8,NNW,0.4,Aotizhongxin,8/20/2013 19:00,2013-08,No Rain
4149,2013,8,20,20,105,141,9,63,1400,84,24.1,1003.6,23.6,0.4,N,0.1,Aotizhongxin,8/20/2013 20:00,2013-08,No Rain
4151,2013,8,20,22,91,111,5,58,1100,37,23.8,1003,23.3,0.2,NNE,1.2,Aotizhongxin,8/20/2013 22:00,2013-08,No Rain
4152,2013,8,20,23,82,107,5,83,1300,25,24.2,1003,23.9,0.2,E,0,Aotizhongxin,8/20/2013 23:00,2013-08,No Rain
4158,2013,8,21,5,136,84,3,63,1200,1,23.4,1002.8,23.1,0.1,NE,1,Aotizhongxin,8/21/2013 5:00,2013-08,No Rain
4187,2013,8,22,10,127,142,6,89,1200,18,24.2,1004.5,22.8,0.1,NNW,0.1,Aotizhongxin,8/22/2013 10:00,2013-08,No Rain
4317,2013,8,27,20,52,60,7,66,600,54,23.9,1000.2,22.2,0.8,SSE,1.8,Aotizhongxin,8/27/2013 20:00,2013-08,No Rain
4318,2013,8,27,21,44,60,6,57,600,71,23.5,999.9,21.8,0.1,ESE,0.7,Aotizhongxin,8/27/2013 21:00,2013-08,No Rain
4319,2013,8,27,22,48,60,6,55,500,43,23.5,999.7,21.6,0.1,SSE,1,Aotizhongxin,8/27/2013 22:00,2013-08,No Rain
4320,2013,8,27,23,40,55,10,56,500,35,23.7,998.6,21.6,0.1,ESE,1.3,Aotizhongxin,8/27/2013 23:00,2013-08,No Rain
4321,2013,8,28,0,29,34,8,52,500,31,23.3,997.7,21.2,0.1,SSE,1,Aotizhongxin,8/28/2013 0:00,2013-08,No Rain
4323,2013,8,28,2,21,23,7,49,500,25,22.6,996.5,21.4,0.9,S,1.1,Aotizhongxin,8/28/2013 2:00,2013-08,No Rain
4324,2013,8,28,3,23,36,6,51,600,20,22.3,995.5,21.5,0.7,SSE,1.4,Aotizhongxin,8/28/2013 3:00,2013-08,No Rain
4325,2013,8,28,4,30,36,4,48,1100,11,22,995.5,21.5,6,SW,2,Aotizhongxin,8/28/2013 4:00,2013-08,Moderate Rain
4326,2013,8,28,5,54,36,2,45,800,19,22.3,995.3,22,0.3,W,0.8,Aotizhongxin,8/28/2013 5:00,2013-08,No Rain
4327,2013,8,28,6,55,39,2,41,700,24,22.3,995.4,22,0.4,W,0.4,Aotizhongxin,8/28/2013 6:00,2013-08,No Rain
4328,2013,8,28,7,48,22,3,58,1600,1,22.4,995.3,22.1,0.8,WNW,0.4,Aotizhongxin,8/28/2013 7:00,2013-08,No Rain
4329,2013,8,28,8,52,29,4,65,2100,1,22.4,995.3,22.1,0.1,NW,1.2,Aotizhongxin,8/28/2013 8:00,2013-08,No Rain
4492,2013,9,4,3,151,151,9,46,1200,35,18.4,1010.7,17.6,0.6,S,0.4,Aotizhongxin,9/4/2013 3:00,2013-09,No Rain
4493,2013,9,4,4,138,75,8,41,1100,46,18.3,1011.4,17.8,0.3,WSW,1.2,Aotizhongxin,9/4/2013 4:00,2013-09,No Rain
4497,2013,9,4,8,46,17,1,40,700,41,19.2,1011.4,18.7,0.1,NE,0.7,Aotizhongxin,9/4/2013 8:00,2013-09,No Rain
4500,2013,9,4,11,53,18,3,52,800,40,19.5,1011.5,18.5,0.6,SW,2,Aotizhongxin,9/4/2013 11:00,2013-09,No Rain
4501,2013,9,4,12,34,44,3,49,800,48,19.3,1011,18.1,1.3,SW,1.5,Aotizhongxin,9/4/2013 12:00,2013-09,Light Rain
4502,2013,9,4,13,64,74,2,71,1100,19,20,1009.9,18.5,0.1,SW,0.8,Aotizhongxin,9/4/2013 13:00,2013-09,No Rain
4508,2013,9,4,19,45,49,5,58,1000,78,20,1009.9,19,0.7,WSW,1.2,Aotizhongxin,9/4/2013 19:00,2013-09,No Rain
4509,2013,9,4,20,63,81,5,69,1000,49,19.3,1010.6,18.6,3.2,NE,1.2,Aotizhongxin,9/4/2013 20:00,2013-09,Light Rain
4510,2013,9,4,21,61,72,1,67,1200,38,19.1,1010.4,18.6,1.8,N,2.8,Aotizhongxin,9/4/2013 21:00,2013-09,Light Rain
4511,2013,9,4,22,79,72,3,58,1100,38,18.2,1010.1,17.7,3.9,NE,1.2,Aotizhongxin,9/4/2013 22:00,2013-09,Light Rain
4512,2013,9,4,23,55,55,1,48,700,53,18.3,1009.8,17.8,0.5,NNE,1.5,Aotizhongxin,9/4/2013 23:00,2013-09,No Rain
4513,2013,9,5,0,25,12,1,37,400,57,18.1,1009.8,17.8,0.6,NE,1.2,Aotizhongxin,9/5/2013 0:00,2013-09,No Rain
4515,2013,9,5,2,21,5,4,38,300,35,17,1009.2,16.5,0.8,NE,1.3,Aotizhongxin,9/5/2013 2:00,2013-09,No Rain
4516,2013,9,5,3,16,2,2,35,300,30,16.9,1009,16.6,0.2,E,1.1,Aotizhongxin,9/5/2013 3:00,2013-09,No Rain
4517,2013,9,5,4,16,16,3,35,200,10,17,1009,16.7,0.1,NNE,0.2,Aotizhongxin,9/5/2013 4:00,2013-09,No Rain
4542,2013,9,6,5,45,46,17,48,1400,12,18.2,1012,16.5,0.1,NNW,1,Aotizhongxin,9/6/2013 5:00,2013-09,No Rain
4543,2013,9,6,6,43,51,14,47,1100,12,17.7,1011.4,17.1,1.3,NNE,1.7,Aotizhongxin,9/6/2013 6:00,2013-09,Light Rain
4602,2013,9,8,17,128,163,43,59,1700,101,22.1,1008.9,19.6,8.6,NNW,1.9,Aotizhongxin,9/8/2013 17:00,2013-09,Heavy Rain
4604,2013,9,8,19,165,194,19,59,3000,71,20.9,1009.7,20.2,0.6,ENE,1,Aotizhongxin,9/8/2013 19:00,2013-09,No Rain
4605,2013,9,8,20,112,194,18,65,1900,65,20.5,1009.8,20,0.1,NNE,0.7,Aotizhongxin,9/8/2013 20:00,2013-09,No Rain
4615,2013,9,9,6,65,69,3,63,700,22,18.8,1008.5,18.1,0.2,WSW,1.3,Aotizhongxin,9/9/2013 6:00,2013-09,No Rain
4703,2013,9,12,22,224,265,14,158,2300,1,19.6,1002.1,18.1,4,SE,1,Aotizhongxin,9/12/2013 22:00,2013-09,Light Rain
4704,2013,9,12,23,144,265,13,96,1300,41,19,1003.6,18.3,0.1,SSW,1.1,Aotizhongxin,9/12/2013 23:00,2013-09,No Rain
4725,2013,9,13,20,163,221,6,68,1900,1,19.9,1001.6,19.6,0.8,W,2.3,Aotizhongxin,9/13/2013 20:00,2013-09,No Rain
4727,2013,9,13,22,67,72,5,61,1500,1,19.9,1000.5,19.7,0.1,SW,1,Aotizhongxin,9/13/2013 22:00,2013-09,No Rain
4732,2013,9,14,3,75,90,6,53,1200,1,19,1001,18.8,0.1,NE,1,Aotizhongxin,9/14/2013 3:00,2013-09,No Rain
4811,2013,9,17,10,81,136,17,65,1600,1,20.3,1009.9,19.3,0.7,WNW,0,Aotizhongxin,9/17/2013 10:00,2013-09,No Rain
4812,2013,9,17,11,83,146,15,70,1500,1,20,1009.5,19.5,1.3,ENE,0.9,Aotizhongxin,9/17/2013 11:00,2013-09,Light Rain
4813,2013,9,17,12,85,100,13,71,1900,1,20.3,1009.7,19.6,0.8,NE,1,Aotizhongxin,9/17/2013 12:00,2013-09,No Rain
4814,2013,9,17,13,88,91,14,67,2000,1,20.5,1009.3,19.8,0.2,NNE,0.7,Aotizhongxin,9/17/2013 13:00,2013-09,No Rain
4816,2013,9,17,15,88,97,11,71,1900,1,20.5,1009.8,20,0.1,WSW,0.1,Aotizhongxin,9/17/2013 15:00,2013-09,No Rain
4818,2013,9,17,17,88,99,12,80,2000,1,20.6,1010.4,20.1,0.1,N,0.5,Aotizhongxin,9/17/2013 17:00,2013-09,No Rain
4827,2013,9,18,2,101,118,16,58,2600,1,19.7,1013.8,19.4,0.1,E,0.5,Aotizhongxin,9/18/2013 2:00,2013-09,No Rain
4828,2013,9,18,3,101,112,13,56,2500,1,19.8,1013.9,19.5,1,N,0.5,Aotizhongxin,9/18/2013 3:00,2013-09,No Rain
4829,2013,9,18,4,113,112,14,52,2400,1,19.7,1014.3,19.5,1.8,NE,0,Aotizhongxin,9/18/2013 4:00,2013-09,Light Rain
4830,2013,9,18,5,113,77,14,52,2400,1,19.7,1014.5,19.5,1.8,NE,0.8,Aotizhongxin,9/18/2013 5:00,2013-09,Light Rain
4831,2013,9,18,6,113,65,14,52,2400,1,19.8,1014.8,19.6,0.7,NE,1.1,Aotizhongxin,9/18/2013 6:00,2013-09,No Rain
4832,2013,9,18,7,113,61,14,52,2400,1,20.1,1015.3,19.9,0.4,ENE,0.5,Aotizhongxin,9/18/2013 7:00,2013-09,No Rain
4858,2013,9,19,9,103,127,23,54,2200,1,20.7,1008.5,19.9,0.7,NE,0.2,Aotizhongxin,9/19/2013 9:00,2013-09,No Rain
4859,2013,9,19,10,109,131,21,62,2299,1,21.1,1008.2,19.7,0.1,SW,0.6,Aotizhongxin,9/19/2013 10:00,2013-09,No Rain
4947,2013,9,23,2,137,178,23,77,3200,1,19.3,1009,17.8,0.4,NW,2.1,Aotizhongxin,9/23/2013 2:00,2013-09,No Rain
4949,2013,9,23,4,109,200,9,67,1700,1,17,1009.5,15.7,1.7,NNE,2.7,Aotizhongxin,9/23/2013 4:00,2013-09,Light Rain
4950,2013,9,23,5,74,74,8,46,1300,6,15.8,1011,13.1,0.2,NNE,2.3,Aotizhongxin,9/23/2013 5:00,2013-09,No Rain
4951,2013,9,23,6,13,13,6,20,300,35,15.2,1011,12.1,0.5,NNE,3.4,Aotizhongxin,9/23/2013 6:00,2013-09,No Rain
4952,2013,9,23,7,8,8,3,22,200,32,15.8,1012.3,10.1,0.1,NNE,2,Aotizhongxin,9/23/2013 7:00,2013-09,No Rain
4953,2013,9,23,8,7,7,1,23,200,31,15.5,1013.2,8.5,0.2,NNE,2.2,Aotizhongxin,9/23/2013 8:00,2013-09,No Rain
4954,2013,9,23,9,8,8,4,28,300,25,15.8,1013.5,7.8,0.1,NNE,2.6,Aotizhongxin,9/23/2013 9:00,2013-09,No Rain
4956,2013,9,23,11,12,6,6,31,300,18,14.7,1013.9,8.6,0.4,NNE,3.7,Aotizhongxin,9/23/2013 11:00,2013-09,No Rain
4957,2013,9,23,12,9,26,9,25,300,13,15.9,1014,7.6,0.1,NNE,2.6,Aotizhongxin,9/23/2013 12:00,2013-09,No Rain
5142,2013,10,1,5,131,145,15,71,1300,1,17.5,1009.8,17,0.8,NE,0.7,Aotizhongxin,10/1/2013 5:00,2013-10,No Rain
5143,2013,10,1,6,123,130,13,71,1300,1,17.4,1010.4,17.1,0.4,NNW,0.9,Aotizhongxin,10/1/2013 6:00,2013-10,No Rain
5144,2013,10,1,7,97,106,12,63,1200,1,17.7,1010.9,17.4,0.6,NNW,1.1,Aotizhongxin,10/1/2013 7:00,2013-10,No Rain
5145,2013,10,1,8,108,112,11,63,1300,1,17.3,1011.2,17,0.2,NE,0.8,Aotizhongxin,10/1/2013 8:00,2013-10,No Rain
5146,2013,10,1,9,92,112,10,62,900,4,17.1,1011.5,16.8,0.2,S,0.5,Aotizhongxin,10/1/2013 9:00,2013-10,No Rain
5147,2013,10,1,10,40,7,8,45,700,26,16.9,1011.5,16.6,0.2,NNE,0.6,Aotizhongxin,10/1/2013 10:00,2013-10,No Rain
5659,2013,10,22,18,129,139,66,74,1100,40,12.2,1014.5,8.5,0.2,ESE,0.7,Aotizhongxin,10/22/2013 18:00,2013-10,No Rain
5661,2013,10,22,20,83,87,10,65,900,2,10.2,1015.1,8.6,0.1,ENE,1,Aotizhongxin,10/22/2013 20:00,2013-10,No Rain
8238,2014,2,7,5,91,70,55,54,1300,4,-2.5,1022.2,-4.7,0.1,S,1.2,Aotizhongxin,2/7/2014 5:00,2014-02,No Rain
8239,2014,2,7,6,96,86,54,57,1400,2,-3,1022.7,-4.6,0.3,S,1.5,Aotizhongxin,2/7/2014 6:00,2014-02,No Rain
8240,2014,2,7,7,90,85,32,53,1300,6,-3.5,1022.7,-4.9,0.4,SSE,2,Aotizhongxin,2/7/2014 7:00,2014-02,No Rain
8241,2014,2,7,8,86,65,27,57,1600,3,-3.5,1022.6,-5.2,0.2,SSW,1.1,Aotizhongxin,2/7/2014 8:00,2014-02,No Rain
8242,2014,2,7,9,88,63,30,55,1500,5,-3.3,1022.7,-4.6,0.9,S,1,Aotizhongxin,2/7/2014 9:00,2014-02,No Rain
8243,2014,2,7,10,89,72,29,52,1500,8,-2.7,1022.2,-4.4,0.6,S,1.1,Aotizhongxin,2/7/2014 10:00,2014-02,No Rain
8244,2014,2,7,11,92,68,30,52,1500,8,-2.4,1021.2,-4.7,0.4,SSE,1.4,Aotizhongxin,2/7/2014 11:00,2014-02,No Rain
8245,2014,2,7,12,96,62,32,46,1400,16,-2.5,1020.1,-5,0.1,S,2,Aotizhongxin,2/7/2014 12:00,2014-02,No Rain
8246,2014,2,7,13,81,44,30,43,1000,26,-2.4,1019.2,-4.6,0.2,ESE,0.9,Aotizhongxin,2/7/2014 13:00,2014-02,No Rain
8247,2014,2,7,14,75,43,26,45,1000,26,-2.2,1018.6,-4.4,0.1,SSE,0.8,Aotizhongxin,2/7/2014 14:00,2014-02,No Rain
8248,2014,2,7,15,77,41,29,42,1000,33,-2.5,1018.3,-4.2,0.1,S,0.9,Aotizhongxin,2/7/2014 15:00,2014-02,No Rain
8249,2014,2,7,16,79,55,27,47,1000,29,-2.8,1018.4,-4.2,0.1,SW,1.1,Aotizhongxin,2/7/2014 16:00,2014-02,No Rain
8250,2014,2,7,17,84,64,23,54,1100,21,-2.8,1018.6,-3.8,0.3,WNW,0.9,Aotizhongxin,2/7/2014 17:00,2014-02,No Rain
8251,2014,2,7,18,84,61,20,59,1200,16,-2.8,1018.5,-3.6,0.2,N,1.2,Aotizhongxin,2/7/2014 18:00,2014-02,No Rain
8255,2014,2,7,22,81,56,33,65,1300,3,-3.1,1018.6,-4.2,0.1,NNW,0.5,Aotizhongxin,2/7/2014 22:00,2014-02,No Rain
8257,2014,2,8,0,74,50,28,52,1300,13,-2.9,1018.6,-3.9,0.2,WSW,1.3,Aotizhongxin,2/8/2014 0:00,2014-02,No Rain
8259,2014,2,8,2,69,43,15,36,1100,15,-3.4,1019,-4.2,0.3,N,1.5,Aotizhongxin,2/8/2014 2:00,2014-02,No Rain
8706,2014,2,26,17,427,408,147,143,4600,2,7.6,1017,4.5,0.4,NE,1.7,Aotizhongxin,2/26/2014 17:00,2014-02,No Rain
8707,2014,2,26,18,187,138,64,60,1800,30,6.7,1017.4,5,0.4,ENE,0.5,Aotizhongxin,2/26/2014 18:00,2014-02,No Rain
8708,2014,2,26,19,107,32,35,50,1300,23,6.8,1017.7,4.3,0.1,N,1.9,Aotizhongxin,2/26/2014 19:00,2014-02,No Rain
8709,2014,2,26,20,85,5,35,60,1200,9,7,1018.1,2.7,0.2,NE,1.8,Aotizhongxin,2/26/2014 20:00,2014-02,No Rain
9414,2014,3,28,5,143,234,31,69,1500,2,11.8,1002.6,10.4,0.4,ENE,1.1,Aotizhongxin,3/28/2014 5:00,2014-03,No Rain
9415,2014,3,28,6,159,189,24,82,1600,2,11.5,1003.1,10.6,0.4,SSE,0.2,Aotizhongxin,3/28/2014 6:00,2014-03,No Rain
9417,2014,3,28,8,112,124,15,70,1500,2,13.4,1002.9,12.1,0.1,NE,1.2,Aotizhongxin,3/28/2014 8:00,2014-03,No Rain
9895,2014,4,17,6,100,327,12,101,1200,2,11.1,1006.3,9.4,0.2,NE,0.7,Aotizhongxin,4/17/2014 6:00,2014-04,No Rain
9896,2014,4,17,7,91,162,7,95,1200,2,11.3,1007.2,9.9,0.7,NE,1.9,Aotizhongxin,4/17/2014 7:00,2014-04,No Rain
9897,2014,4,17,8,96,126,9,101,1300,2,11.5,1008.1,10.4,1.3,NNE,1.3,Aotizhongxin,4/17/2014 8:00,2014-04,Light Rain
9898,2014,4,17,9,107,150,8,95,1500,4,11.4,1008.5,9.3,0.2,NE,1.8,Aotizhongxin,4/17/2014 9:00,2014-04,No Rain
10101,2014,4,25,20,115,287,10,38,400,68,16.6,1012.5,10,0.6,N,1.7,Aotizhongxin,4/25/2014 20:00,2014-04,No Rain
10102,2014,4,25,21,118,300,9,28,400,69,13.5,1013.7,11.9,2.9,NE,1.7,Aotizhongxin,4/25/2014 21:00,2014-04,Light Rain
10103,2014,4,25,22,113,313,6,22,300,73,12.8,1013.5,11.5,2.8,NNE,2.1,Aotizhongxin,4/25/2014 22:00,2014-04,Light Rain
10104,2014,4,25,23,110,279,4,20,200,71,12.4,1013.3,11.3,1.1,NE,1.4,Aotizhongxin,4/25/2014 23:00,2014-04,Light Rain
10105,2014,4,26,0,64,119,4,25,300,50,12.1,1013.5,10.8,0.7,NE,1.6,Aotizhongxin,4/26/2014 0:00,2014-04,No Rain
10106,2014,4,26,1,31,31,2,25,200,45,11.9,1013.2,10.8,0.9,ENE,1.2,Aotizhongxin,4/26/2014 1:00,2014-04,No Rain
10107,2014,4,26,2,25,35,2,27,200,40,11.7,1013.4,10.6,0.5,E,1.1,Aotizhongxin,4/26/2014 2:00,2014-04,No Rain
10108,2014,4,26,3,23,35,2,28,300,32,11.5,1013.8,10.4,0.1,NE,1.9,Aotizhongxin,4/26/2014 3:00,2014-04,No Rain
10242,2014,5,1,17,162,216,37,28,1000,191,16.3,1001.4,12.5,2.5,NE,1.2,Aotizhongxin,5/1/2014 17:00,2014-05,Light Rain
10266,2014,5,2,17,28,56,2,14,200,92,15.9,1011.5,5.5,0.1,W,2.1,Aotizhongxin,5/2/2014 17:00,2014-05,No Rain
10367,2014,5,6,22,117,230,43,87,1400,49,15.3,997.9,11.9,0.4,WNW,0.8,Aotizhongxin,5/6/2014 22:00,2014-05,No Rain
10463,2014,5,10,22,49,85,29,64,1400,49,14.7,1010.9,9.1,0.1,S,0.5,Aotizhongxin,5/10/2014 22:00,2014-05,No Rain
10464,2014,5,10,23,45,143,17,54,1100,56,13,1010.5,10.9,0.9,N,0.6,Aotizhongxin,5/10/2014 23:00,2014-05,No Rain
10465,2014,5,11,0,42,79,9,58,1200,32,11.7,1009.7,10.4,1.9,NE,1.9,Aotizhongxin,5/11/2014 0:00,2014-05,Light Rain
10466,2014,5,11,1,40,47,6,64,1200,22,10.7,1008.2,9.9,3.1,NNE,1.8,Aotizhongxin,5/11/2014 1:00,2014-05,Light Rain
10467,2014,5,11,2,33,35,4,53,1200,33,10.5,1006.9,10,2,ENE,2.1,Aotizhongxin,5/11/2014 2:00,2014-05,Light Rain
10468,2014,5,11,3,36,36,5,36,1300,44,10.9,1005.9,10.6,1.7,NE,2.1,Aotizhongxin,5/11/2014 3:00,2014-05,Light Rain
10469,2014,5,11,4,48,48,4,28,1100,46,11.1,1005.2,10.9,1.2,NE,0.8,Aotizhongxin,5/11/2014 4:00,2014-05,Light Rain
10470,2014,5,11,5,45,45,4,23,1000,60,11,1004.4,10.8,2.9,NE,1.5,Aotizhongxin,5/11/2014 5:00,2014-05,Light Rain
10471,2014,5,11,6,39,39,3,19,900,64,11,1003.9,10.8,0.8,NE,1.5,Aotizhongxin,5/11/2014 6:00,2014-05,No Rain
10472,2014,5,11,7,32,32,3,20,800,65,11.1,1003.6,10.9,2.8,NE,2,Aotizhongxin,5/11/2014 7:00,2014-05,Light Rain
10473,2014,5,11,8,26,26,3,24,700,62,11.2,1003.6,11,3.3,ENE,1.5,Aotizhongxin,5/11/2014 8:00,2014-05,Light Rain
10474,2014,5,11,9,27,27,2,27,800,54,11.2,1002.9,11,3.5,NE,1.3,Aotizhongxin,5/11/2014 9:00,2014-05,Light Rain
10475,2014,5,11,10,25,25,3,32,800,54,11.3,1002,11,1.5,NNE,1.4,Aotizhongxin,5/11/2014 10:00,2014-05,Light Rain
10476,2014,5,11,11,21,21,3,28,1000,65,11.4,1000.9,10.9,1.2,NE,1,Aotizhongxin,5/11/2014 11:00,2014-05,Light Rain
10477,2014,5,11,12,19,19,4,25,1000,77,11.7,999.8,11.1,0.7,NNE,1.5,Aotizhongxin,5/11/2014 12:00,2014-05,No Rain
10478,2014,5,11,13,12,12,3,22,900,90,12.8,998.7,11.7,0.5,NNE,1.2,Aotizhongxin,5/11/2014 13:00,2014-05,No Rain
10479,2014,5,11,14,9,9,3,22,800,92,13.6,997.5,10.9,0.2,NE,2,Aotizhongxin,5/11/2014 14:00,2014-05,No Rain
10660,2014,5,19,3,64,120,11,27,400,127,18,1002,17.2,7,NE,0.6,Aotizhongxin,5/19/2014 3:00,2014-05,Moderate Rain
10661,2014,5,19,4,75,124,7,28,500,105,17.8,1000.9,17.3,0.1,E,0.9,Aotizhongxin,5/19/2014 4:00,2014-05,No Rain
10781,2014,5,24,4,104,352,13,56,900,25,19.6,1002.6,19.1,0.5,W,0,Aotizhongxin,5/24/2014 4:00,2014-05,No Rain
10783,2014,5,24,6,69,81,4,39,500,70,19.2,1002.4,19.2,0.3,NE,0.8,Aotizhongxin,5/24/2014 6:00,2014-05,No Rain
10784,2014,5,24,7,65,69,3,30,500,74,19.4,1002.2,19.4,1,NNE,0.7,Aotizhongxin,5/24/2014 7:00,2014-05,No Rain
10785,2014,5,24,8,78,81,2,53,700,29,19.3,1002.3,19.3,0.7,N,0.5,Aotizhongxin,5/24/2014 8:00,2014-05,No Rain
10786,2014,5,24,9,90,90,2,48,800,30,19.7,1002.5,19.7,0.3,NW,1,Aotizhongxin,5/24/2014 9:00,2014-05,No Rain
10787,2014,5,24,10,85,98,2,48,900,23,19.6,1002.6,19.6,0.4,NNW,0.8,Aotizhongxin,5/24/2014 10:00,2014-05,No Rain
10967,2014,5,31,22,129,725,22,40,900,159,20.6,1003.8,19.9,3.3,WNW,2.6,Aotizhongxin,5/31/2014 22:00,2014-05,Light Rain
10968,2014,5,31,23,67,67,4,20,500,139,20.4,1003.2,19.7,0.2,ENE,1,Aotizhongxin,5/31/2014 23:00,2014-05,No Rain
10971,2014,6,1,2,57,57,2,21,400,131,21.4,1002.6,18.2,0.1,ENE,1.3,Aotizhongxin,6/1/2014 2:00,2014-06,No Rain
10985,2014,6,1,16,32,51,4,29,400,156,23,1001.6,19.8,2.4,SE,4.7,Aotizhongxin,6/1/2014 16:00,2014-06,Light Rain
10987,2014,6,1,18,105,157,2,49,1000,117,18.5,1003.9,18.3,2.9,W,0,Aotizhongxin,6/1/2014 18:00,2014-06,Light Rain
10988,2014,6,1,19,53,53,2,43,700,108,19,1004.9,18.8,0.1,NE,0.5,Aotizhongxin,6/1/2014 19:00,2014-06,No Rain
10989,2014,6,1,20,47,47,2,60,800,86,18.7,1005.7,18.4,0.2,ENE,0.9,Aotizhongxin,6/1/2014 20:00,2014-06,No Rain
11100,2014,6,6,11,121,121,31,70,2700,71,19.9,999.9,19.1,8.2,NNE,3.2,Aotizhongxin,6/6/2014 11:00,2014-06,Heavy Rain
11101,2014,6,6,12,98,98,29,60,2000,82,19.5,999.4,19.5,6.6,NNE,2.7,Aotizhongxin,6/6/2014 12:00,2014-06,Moderate Rain
11102,2014,6,6,13,5,5,8,21,300,53,18.7,999.5,18.4,5.4,NNE,2.1,Aotizhongxin,6/6/2014 13:00,2014-06,Moderate Rain
11103,2014,6,6,14,7,7,5,22,200,55,18.6,998.9,18.3,4.6,ENE,2.3,Aotizhongxin,6/6/2014 14:00,2014-06,Moderate Rain
11104,2014,6,6,15,7,7,4,21,200,68,18.4,998.4,18.1,0.3,NE,2.4,Aotizhongxin,6/6/2014 15:00,2014-06,No Rain
11107,2014,6,6,18,7,7,2,36,300,40,19.8,999.4,18.1,0.1,ENE,0.6,Aotizhongxin,6/6/2014 18:00,2014-06,No Rain
11151,2014,6,8,14,54,54,20,45,1000,159,17.5,996.1,16,7.8,ENE,1.7,Aotizhongxin,6/8/2014 14:00,2014-06,Moderate Rain
11152,2014,6,8,15,41,41,13,38,700,159,18.1,996.5,17.8,0.5,E,1.4,Aotizhongxin,6/8/2014 15:00,2014-06,No Rain
11182,2014,6,9,21,19,19,4,51,400,82,22.7,1002.4,14.8,0.1,E,1.7,Aotizhongxin,6/9/2014 21:00,2014-06,No Rain
11183,2014,6,9,22,24,24,2,43,400,86,20.6,1002.8,15.8,0.1,SE,0.8,Aotizhongxin,6/9/2014 22:00,2014-06,No Rain
11191,2014,6,10,6,61,61,2,37,1000,52,18.6,1003.5,16.9,0.2,NNE,1.3,Aotizhongxin,6/10/2014 6:00,2014-06,No Rain
11274,2014,6,13,17,57,57,10,32,900,206,23.7,1001.3,18.8,0.3,SSW,1.5,Aotizhongxin,6/13/2014 17:00,2014-06,No Rain
11275,2014,6,13,18,15,15,3,28,400,139,20.4,1001.8,19.2,4.1,SE,0,Aotizhongxin,6/13/2014 18:00,2014-06,Moderate Rain
11324,2014,6,15,19,60,60,10,47,600,169,23.2,997.8,20.7,0.2,ESE,0.9,Aotizhongxin,6/15/2014 19:00,2014-06,No Rain
11325,2014,6,15,20,55,55,7,42,600,159,22.9,998.4,21.2,0.1,W,1.2,Aotizhongxin,6/15/2014 20:00,2014-06,No Rain
11340,2014,6,16,11,172,172,4,63,900,117,24.2,997.1,21.9,0.1,S,0.6,Aotizhongxin,6/16/2014 11:00,2014-06,No Rain
11341,2014,6,16,12,172,172,4,70,1000,121,27.8,996,19.8,0.2,WNW,2.5,Aotizhongxin,6/16/2014 12:00,2014-06,No Rain
11355,2014,6,17,2,245,245,5,15,1000,127,20.5,997.3,18.3,0.7,NE,2.8,Aotizhongxin,6/17/2014 2:00,2014-06,No Rain
11357,2014,6,17,4,14,14,4,12,200,101,18.6,998,18.6,7.5,NNE,0.6,Aotizhongxin,6/17/2014 4:00,2014-06,Moderate Rain
11369,2014,6,17,16,160,160,3,41,1000,183,20,995.1,19,1.5,SE,1,Aotizhongxin,6/17/2014 16:00,2014-06,Light Rain
11370,2014,6,17,17,142,142,2,50,900,145,20.1,995.8,19.9,1.3,ESE,0.7,Aotizhongxin,6/17/2014 17:00,2014-06,Light Rain
11426,2014,6,20,1,63,63,2,36,600,41,19.1,1001.6,19.1,0.7,S,0,Aotizhongxin,6/20/2014 1:00,2014-06,No Rain
11427,2014,6,20,2,26,26,3,13,500,51,19.3,1001.4,19.3,1.1,SW,0.4,Aotizhongxin,6/20/2014 2:00,2014-06,Light Rain
11428,2014,6,20,3,35,35,2,33,500,35,19.1,1001.2,19.1,1.8,NE,1,Aotizhongxin,6/20/2014 3:00,2014-06,Light Rain
11429,2014,6,20,4,37,37,4,29,400,35,19.1,1001.4,19.1,0.6,ENE,0.9,Aotizhongxin,6/20/2014 4:00,2014-06,No Rain
11431,2014,6,20,6,39,39,2,34,1400,50,19.3,1002.2,19.3,0.1,NE,1.3,Aotizhongxin,6/20/2014 6:00,2014-06,No Rain
11433,2014,6,20,8,77,77,2,40,1600,36,19.9,1002.7,19.9,0.8,ENE,1.3,Aotizhongxin,6/20/2014 8:00,2014-06,No Rain
11467,2014,6,21,18,69,69,3,32,900,149,19.6,1003.5,17.6,6.5,NW,1.6,Aotizhongxin,6/21/2014 18:00,2014-06,Moderate Rain
11468,2014,6,21,19,60,60,3,31,700,136,18.2,1002.6,18.2,6.1,E,0.8,Aotizhongxin,6/21/2014 19:00,2014-06,Moderate Rain
